code,meigara,kana,kuramoto,ken,shi,address,meigara_2,yomi,syurui,gennryoumai,seimaibuai,siyoukoubo,nihonnsyudo,sando,aminosanndo,amakarado,noutanndo,arukouru
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  本醸造 無濾過 生原酒,,本醸造 生原酒,吟ぎんが,50%,,,,,,,18.4%
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  しぼりたて 原酒,,原酒,はなの舞、吟ぎんが、ぎんおとめ,65%,,,,,,,19%
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  純米酒 黒,くろ,純米酒,ひとめぼれ,70%,,,,,,,
29,鷲の尾,わしのお,わしの尾,岩手県,八幡平市,岩手県八幡平市大更第22地割158,鷲の尾  金印,,普通酒,,70%,,,,,,,15.3%
38,銀嶺すずらん,ぎんれいすずらん,鈴蘭酒造,岩手県,久慈市,岩手県久慈市,銀嶺すずらん  吟醸,,吟醸,,58%,,+6,1.3,,-0.47,-0.85,
171,北リアスからの風,きたりあすからのかぜ,鈴蘭酒造,岩手県,久慈市,岩手県久慈市,北リアスからの風  特別純米酒,,特別純米酒,,58%,,+2,1.6,,-0.45,-0.1,
3474,涼霞,すずかすみ,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,涼霞  特別純米酒 生貯蔵酒,,特別純米酒 生貯蔵酒,ぎんおとめ,60%,ゆうこの想い,+1,1.3,,-0.01,-0.62,15%,毎年500本限定で生産。
3475,久慈川,くじがわ,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,久慈川  辛口 大吟醸,,大吟醸,,50%,901号,+5,1.3,,-0.38,-0.8,15%
39,福来,ふくらい,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,福来  恋慕,,純米大吟醸,,,,+5,1.3,,-0.38,-0.8,15.5%
39,福来,ふくらい,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,福来  純米原酒,,純米酒 原酒,ぎんおとめ,60%,ゆうこの想い,+2,1.7,,-0.57,+0.09,18～19%
39,福来,ふくらい,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,福来  特別本醸造,,特別本醸造,ぎんおとめ,60%,901号,+2,1.4,,-0.22,-0.48,15%
172,白樺凛,しらかばりん,福来,岩手県,久慈市,岩手県久慈市宇部町5-31,白樺凛  特別純米酒,,特別純米酒,ぎんおとめ,60%,901号,+2,1.5,,-0.34,-0.29,15%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  純米大吟醸 つや姫,,純米大吟醸,つや姫,38%,,-2,,,,,16～17%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  純米大吟醸 真心,まごころ,純米大吟醸,,45%,,-2,,,,,16～17%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  本醸造 雅の舞,みやびのまい,本醸造,,65%,,+2,,,,,15～16%,金箔入。
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  特別純米酒 IWANOI BLACK,,特別純米酒,,60%,,-3,,,,,16～17%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  純米酒 真心,まごころ,純米酒,,,,±0,,,,,15～16%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  純米酒 夏 朝顔,,純米酒,,65%,,±0,,,,,14～15%
34,磐乃井,いわのい,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,磐乃井  清酒,,,,75%,,+6,,,,,15～16%,糖類無添加。
3451,玄会,くろえ,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,玄会  純米大吟醸,,純米大吟醸,吟ぎんが,50%,ゆうこの想い,±0,1.5,,-0.15,-0.2,15%
3559,こでられね,こでられね,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,こでられね  純米大吟醸,,純米大吟醸,美山錦,45%,,+1.5,1.6,,-0.41,-0.08,16～17%
3559,こでられね,こでられね,磐乃井酒造,岩手県,一関市,岩手県一関市花泉町涌津舘72,こでられね  純米酒,,純米酒,,65%,,,,,,,16～17%
1364,岩手誉,いわてほまれ,岩手銘醸,岩手県,奥州市前沢区,岩手県奥州市前沢区新町13,岩手誉  純米大吟醸 仙台紅屋長九郎,,純米大吟醸,岩手県産米,40%,,+2,1.2,,+0.01,-0.85,16%
1364,岩手誉,いわてほまれ,岩手銘醸,岩手県,奥州市前沢区,岩手県奥州市前沢区新町13,岩手誉  特別純米 南部 亀の尾,,特別純米酒,亀の尾,60%,,+1,2,,-0.82,+0.69,15.3%
1364,岩手誉,いわてほまれ,岩手銘醸,岩手県,奥州市前沢区,岩手県奥州市前沢区新町13,岩手誉  純米生貯蔵酒 仙台紅屋長九郎,,純米 生貯蔵酒,ササニシキ,65%,,+3,2,,-1.01,+0.6,14.8%
1364,岩手誉,いわてほまれ,岩手銘醸,岩手県,奥州市前沢区,岩手県奥州市前沢区新町13,岩手誉  柱造り,,柱造り,岩手県産米,70%,,+2,1.2,,+0.01,-0.85,15%,清酒もろみに自社の米焼酎を加えた。
1364,岩手誉,いわてほまれ,岩手銘醸,岩手県,奥州市前沢区,岩手県奥州市前沢区新町13,岩手誉  本醸造 生貯蔵酒,,本醸造 生貯蔵酒,,,,,,,,,
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米大吟醸,,純米大吟醸,山田錦 20%、秋田酒こまち 80%,45%,秋田酵母,+2,1.6,,-0.45,-0.1,16.5%
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米吟醸 雄町,,純米吟醸,雄町,55%,金沢酵母,±0,1.8,,-0.5,+0.36,16.5%
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米吟醸 活性にごり 生酒,,,国産米,55%,金沢酵母,,,,,,15%
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米吟醸 吟の精麹,,純米吟醸,吟の精,55%,金沢酵母,±0,1.9,,-0.61,+0.55,16.5%
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米吟醸 山田錦麹,,純米吟醸,,,,,,,,,
1820,ゆきの美人,ゆきのびじん,秋田醸造,秋田県,秋田市,秋田県秋田市楢山登町5-2,ゆきの美人  純米酒,,純米酒,山田錦 20%、秋田酒こまち 80%,60%,金沢酵母,+2,1.6,,-0.45,-0.1,16.5%
3776,究,きわむ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,究  純米吟醸 The Green,,純米吟醸,酒こまち,麹米：50%、掛米：55%,グリーン6号,,,,,,
3776,究,きわむ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,究  純米酒,,純米酒,酒こまち,,,,,,,,
1092,厚徳,こうとく,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,厚徳  純米吟醸,,純米吟醸,,麹米50%、掛米55%,協会6号酵母原株,+3,1.1,,+0.04,-1.09,
2782,No.6,なんばーしっくす,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,No.6  S-type,,純米吟醸,,麹米：40%、掛米：55%,協会6号,,,,,,14～15%
2781,秘醸酒,ひじょうしゅ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,秘醸酒  紫八咫,むらさきやた,純米酒 貴醸酒,国産米,60%,,,,,,,17%,貴醸酒を用いて仕込んだ再仕込貴醸酒。つまり、『酒で仕込んだ酒』で仕込んだ酒。
2781,秘醸酒,ひじょうしゅ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,秘醸酒  天蛙,あまがえる,純米酒 発泡性,秋田県産米,60%,,,,,,,9%
2780,カラーズ,からーず,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,カラーズ  ラピス,,原酒,美山錦,麹米：40%、掛米：50%,協会6号,,,,,,15%,瑠璃 -Lapis Lazuli-
2780,カラーズ,からーず,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,カラーズ  エクリュ,,原酒,酒こまち,麹米：40%、掛米：60%,協会6号,,,,,,15%,生成 -Ecru-
2780,カラーズ,からーず,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,カラーズ  アッシュ,,原酒,亀の尾,30%,,,,,,,15%,水墨 -Ash-
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  大吟醸 新政,,大吟醸,山田錦,35%,協会9号,+6,1.2,1.1,-0.36,-1.04,16～17%
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  純米大吟醸 白壁の詩,,純米大吟醸,山田錦,40%,こまち,+3,1.3,1,-0.2,-0.71,15～16%
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  大吟醸 やまうの酒,,大吟醸,秋田酒こまち,40%,こまち,+4,1.1,1,-0.06,-1.13,16～17%
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  風が香,ふうがこう,吟醸,山田錦、美山錦,45%,AK-1,+5,1.3,1.2,-0.38,-0.8,15～16%
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  純米吟醸,,純米吟醸,美山錦,55%,協会9号,+3,1.4,1.3,-0.31,-0.52,15～16%
55,新政,あらまさ,新政酒造,秋田県,秋田市,秋田県秋田市大町6-2-35,新政  純米吟醸 とわずがたり,,純米吟醸,山田錦、キヨニシキ,55%,新政酵母,+2,1.3,1.2,-0.1,-0.67,15～16%
185,しみずの舞,しみずのまい,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,しみずの舞  吟醸酒,,吟醸酒,美山錦,50%,AK-1,+4,1.1,0.8,-0.06,-1.13,14.8%
185,しみずの舞,しみずのまい,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,しみずの舞  純米酒,,純米酒,美山錦,64%,,+1,1.7,1.9,-0.47,+0.13,15.3%
54,高清水,たかしみず,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,高清水  大吟醸 和兆,わちょう,大吟醸,山田錦 他,35%,M-310,+4,1.2,0.9,-0.17,-0.95,15.8%
54,高清水,たかしみず,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,高清水  特別純米酒,,特別純米酒,美山錦,58%,AK-1,±0,1.9,2.0,-0.61,+0.55,16.5度
54,高清水,たかしみず,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,高清水  特別本醸造 特撰,,特別本醸造,麹米：美山錦、掛米：一般米,60%,協会601号,+2,1.4,1.7,-0.22,-0.48,16.5%
54,高清水,たかしみず,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,高清水  ひやおろし 山廃仕込み,,,,,協会6号,+3,1.5,1.6,-0.43,-0.34,15.3%
54,高清水,たかしみず,秋田酒類製造,秋田県,秋田市,秋田県秋田市川元むつみ町4-12,高清水  にごり酒 どした,,,,,協会6号,-15,1.4,0.6,+1.38,+0.3,14.5%
1815,酔楽天,すいらくてん,秋田酒造,秋田県,秋田市,秋田県秋田市新屋元町23-28,酔楽天  純米大吟醸,,純米大吟醸,山田錦,40%,協会9号,+2～3,1.1～1.3,0.8～1.0,,,15.0～15.9%
1815,酔楽天,すいらくてん,秋田酒造,秋田県,秋田市,秋田県秋田市新屋元町23-28,酔楽天  大吟醸,,大吟醸,山田錦,45%,9号系,+2～3,1.1～1.3,0.8～1.0,,,15.0～15.9%
53,英雄,えいゆう,森川酒造店,秋田県,秋田市,秋田県秋田市,英雄  大吟醸 五年貯蔵秘蔵酒,,大吟醸古酒,,45%,,+4,1.4,,-0.4,-0.57,17～18%
53,英雄,えいゆう,森川酒造店,秋田県,秋田市,秋田県秋田市,英雄  純米 にごり酒,,純米にごり酒,,68%,,+4,2,,-1.1,+0.56,15～16%
56,銀鱗,ぎんりん,那波商店,秋田県,秋田市,秋田県秋田市土崎港中央1丁目16-41,銀鱗  吟醸｢華匠｣,,,,,,,,,,,
56,銀鱗,ぎんりん,那波商店,秋田県,秋田市,秋田県秋田市土崎港中央1丁目16-41,銀鱗  純米吟醸｢山廃｣,,,,,,,,,,,
65,両関,りょうぜき,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,両関  新米新酒 本醸造 初しぼり,,本醸造 無濾過 生原酒,山形県産米,,,+1,,,,,19%
65,両関,りょうぜき,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,両関  純米酒 秋田酒こまち,,純米酒,秋田酒こまち,70%,こまち酵母,+1.0,1.4,,-0.13,-0.43,15%
65,両関,りょうぜき,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,両関  特撰本醸造,,特撰本醸造,美山錦,60%,,+4.0,1.3,,-0.29,-0.76,16%
65,両関,りょうぜき,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,両関  銀紋,,普通酒,秋田県産米,70%,,-2.0,1.2,,+0.38,-0.67,15.5%
65,両関,りょうぜき,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,両関  朱紋,,普通酒,秋田県産米,70%,,-2.5 ,1.2,,,,15%
3437,雪月花,せつげつか,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,雪月花  しずく酒,,大吟醸,山田錦,40%,,+3.5,1.2,,-0.13,-0.92,17%
3437,雪月花,せつげつか,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,雪月花  純米大吟醸,,純米大吟醸,秋田酒こまち,40%,,±0,1.2,,+0.2,-0.76,15%
3437,雪月花,せつげつか,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,雪月花  特別純米酒,,特別純米酒,秋田酒こまち,60%,,-3.7,1.4,,+0.31,-0.22,16%
2825,花邑,はなむら,両関酒造,秋田県,湯沢市,秋田県湯沢市前森4-3-18,花邑  純米吟醸,,純米吟醸,雄町,50%,,-6,1.5,1.0,+0.41,+0.07,15%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  金賞酒,,大吟醸,山田錦,35%,,±0,1.1,0.7,+0.31,-0.95,15～16%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  純米大吟醸 唐獅子,,純米大吟醸,美山錦,50%,,+2,1.4,,-0.22,-0.48,16～17%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  大吟醸 花爛漫小町,,大吟醸,秋田酒こまち,40%,,+3.5,1.0,,+0.11,-1.3,15～16%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  みちのく吟醸 花爛漫,,吟醸,秋田酒こまち,55%,,+1.5,1.2,1.0,+0.06,-0.83,15～16%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  本醸造 生酛特醸,,本醸造,美山錦、キヨニシキ,65%,,+1,1.5,2.0,-0.24,-0.25,15.5%
213,爛漫,らんまん,秋田銘醸,秋田県,湯沢市,秋田県湯沢市大工町4-23,爛漫  生貯蔵酒,,普通酒 生貯蔵酒,秋田酒こまち、あきたこまち 精米歩合： ,68%,,+1.0,1.1,1.2,+0.22,-1,13～14%
212,福小町,ふくこまち,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,福小町  美酔冠,,大吟醸 原酒,山田錦,35%,,+2.0,,,,,18.5%
212,福小町,ふくこまち,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,福小町  大吟醸,,大吟醸,山田錦,40%,,+2.5,,,,,16.5%
212,福小町,ふくこまち,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,福小町  純米 辛口,,純米酒,秋田県産米,70%,,+8.0,,,,,15.5%
212,福小町,ふくこまち,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,福小町  本醸造,,本醸造,秋田県産米,70%,,+3.0,,,,,15.5%
212,福小町,ふくこまち,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,福小町  純米大吟醸 裏福小町 押切,,純米大吟醸,山田錦,40%,,,,,,,17%
3000,角右衛門,かくえもん,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,角右衛門  純米大吟醸 秋田酒こまち,,純米大吟醸,秋田酒こまち,45%,,+0.5,1.6,,-0.31,-0.03,16.5%
3000,角右衛門,かくえもん,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,角右衛門  特別純米酒 備前雄町,,特別純米酒,備前雄町,60%,秋田酵母,+0.5,1.9,,-0.66,+0.53,16.5%
3000,角右衛門,かくえもん,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,角右衛門  純米吟醸 直汲み,,純米吟醸 生原酒,美山錦,55%,協会1801,+3,1.4,,-0.31,-0.52,17.5%
3000,角右衛門,かくえもん,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,角右衛門  特別純米 直汲み,,特別純米酒 生酒,吟の精、めんこいな,55%,,-1.5,1.4,,+0.11,-0.32,17%
3000,角右衛門,かくえもん,木村酒造（秋田県）,秋田県,湯沢市,秋田県湯沢市田町2-1-11,角右衛門  純米 80,,純米酒,,80%,,,,,,,
3807,秋田ばやし,あきたばやし,阿櫻酒造,秋田県,横手市,秋田県横手市大沢字西野67-2,秋田ばやし  純米原酒,,純米酒 原酒,,60%,,,,,,,17～18%
1583,阿櫻,あざくら ,阿櫻酒造,秋田県,横手市,秋田県横手市大沢字西野67-2,阿櫻  大吟醸,,大吟醸,山田錦,40%,協会1801号,+2,1.3,,-0.1,-0.67,15.2%
1583,阿櫻,あざくら ,阿櫻酒造,秋田県,横手市,秋田県横手市大沢字西野67-2,阿櫻  純米原酒,,純米酒 原酒,秋田酒こまち,60%,協会901号,+1,1.9,,-0.71,+0.51,17.8%
1583,阿櫻,あざくら ,阿櫻酒造,秋田県,横手市,秋田県横手市大沢字西野67-2,阿櫻  りんごちゃん,,純米酒 原酒,秋田酒こまち,60%,協会77号,-2,2.3,,-0.89,+1.39,12.6%
1583,阿櫻,あざくら ,阿櫻酒造,秋田県,横手市,秋田県横手市大沢字西野67-2,阿櫻  生詰め 原酒 亀の尾,,生詰め 原酒,亀の尾,60%,秋田純米酵母,±0,1.8,1.4,-0.5,+0.36,
3284,夏田冬蔵,なつたふゆぞう,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,夏田冬蔵  生もと 純米大吟醸,,生もと 純米大吟醸,美山錦,40%,協会7号,±0,2.1,1.2,-0.85,+0.93,16.2%
3284,夏田冬蔵,なつたふゆぞう,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,夏田冬蔵  純米大吟醸 星あかり,,純米大吟醸,星あかり,40%,,+2,1.5,0.7,-0.34,-0.29,16.5%
3284,夏田冬蔵,なつたふゆぞう,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,夏田冬蔵  純米吟醸 こま美,,純米吟醸,秋田酒こまち、美山錦,45%、55%,,+3,1.6,1.0,-0.54,-0.15,16%
3073,染井櫻（浅舞酒造）,そめいざくら ,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,染井櫻  ８０％精白 無濾過 純米,,純米酒,美山錦,80%,,+4.0,1.2,,-0.17,-0.95,15～16%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  純米大吟醸 白雲悠々,はくうんゆうゆう,純米大吟醸,美郷錦,38%,AK-1,+1,1.4,1.1,-0.13,-0.43,16.4%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  亀ノ尾仕込 純米吟醸 生酒,,純米吟醸,亀の尾,55%,AK-1,+4,1.7,1.2,-0.75,-0.01,16.8%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  純米吟醸 LAND OF WATER,,純米吟醸,美山錦,55%,協会9号系,+3,1.1,1.0,+0.04,-1.09,15～16%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  五風十雨,ごふうじゅうう,純米吟醸,美山錦,50%,協会9号系,+4,1.4,1.2,-0.4,-0.57,16～17%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  醇辛,じゅんから,純米酒,吟の精、美山錦,55%,協会9号系,+9,1.8,1.2,-1.33,-0.04,16.6%
210,天の戸,あまのと,浅舞酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞388,天の戸  吟泉 本醸造,,特別本醸造,吟の精,58%,協会10号酵母,+4,1.5,1.2,-0.52,-0.38,15～16%
208,月下の舞,げっかのまい,舞鶴酒造,秋田県,横手市,秋田県横手市平鹿町浅舞字浅舞184,月下の舞  純米大吟醸,,,,,,,,,,,
205,館の井（沼館酒造）,たてのい,沼館酒造,秋田県,横手市,秋田県横手市,館の井  大吟醸,,大吟醸,山田錦,42%,秋田流花酵母,+4.0,1.3,,-0.29,-0.76,15度～16度
205,館の井（沼館酒造）,たてのい,沼館酒造,秋田県,横手市,秋田県横手市,館の井  岡本新内,,本醸造,あきたこまち,65%,協会7号,+2.0,1.4,,-0.22,-0.48,15度～16度
211,大納川,だいながわ,備前酒造本店,秋田県,横手市,秋田県横手市大森町字大森169,大納川  杜氏,とじ,純米大吟醸,,45%,,+4,1.3,,-0.29,-0.76,
211,大納川,だいながわ,備前酒造本店,秋田県,横手市,秋田県横手市大森町字大森169,大納川  山内杜氏,,純米酒,,50%,,+4.5,1.0,,+0.01,-1.34,
209,八重寿,やえす,八重寿銘醸,秋田県,大仙市,秋田県大仙市若竹町26-19,八重寿  純米酒 あきた紀行,,純米酒,美山錦,60%,,+3.0,1.3,,-0.2,-0.71,15～16%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  天馬空を駆ける,,大吟醸 古酒,山田錦,,,+3.5,1.2,,-0.13,-0.92,15%,大吟醸の2年・5年・7年古酒をブレンド。
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  大吟醸 秘蔵酒,,大吟醸 五年古酒,山田錦,40%,,+3.5,1.3,,-0.24,-0.73,16%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  大吟醸,,大吟醸,山田錦、秋田酒こまち,40%,,+3.5,1.4,,-0.36,-0.55,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  純米吟醸酒 松声,,純米吟醸,秋田酒こまち,,秋田流花酵母,+3.0,1.2,,-0.08,-0.9,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  賢人,,にごり酒,めんこいな,,,+1.0,1.3,,-0.01,-0.62,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  純米酒,,純米酒,めんこいな,,,+2.5,1.2,,-0.03,-0.88,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  金箔入,,,めんこいな,,,+1.0,1.3,,-0.01,-0.62,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  本醸造 生貯蔵酒,,本醸造 生貯蔵酒,めんこいな,,,+1.5,1.3,,-0.06,-0.64,14%,太閤秀吉の千成瓢箪をイメージした容器。
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  特醸酒 秀,,,めんこいな,,,-0.5,1.3,,+0.13,-0.55,15%
199,秀よし,ひでよし,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,秀よし  からくち,,,めんこいな,,,+4.0,1.3,,-0.29,-0.76,15%
2998,GRAND A-1,ぐらん えーわん,鈴木酒造店（秋田県）,秋田県,大仙市,秋田県大仙市長野字二日町九,GRAND A-1  グラン エーワン,,,あきたこまち,65%,,-76,6.3,,+1.74,+12.47,8%
193,秋田誉,あきたほまれ,秋田誉酒造,秋田県,由利本荘市,秋田県由利本荘市砂子下3,秋田誉  吟醸「秋田美人」,,吟醸酒,山田錦,45%,,+3.0,1.2,,-0.08,-0.9,15.5度
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,雪の茅舎  純米大吟醸 原酒,,純米大吟醸 原酒,山田錦,35%,自社酵母,+1,1.5,0.9,-0.24,-0.25,16～17%
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,雪の茅舎  純米大吟醸 斗瓶中取り,,純米大吟醸,山田錦,40%,自社酵母,+1,1.6,1.1,-0.36,-0.06,16～17%
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,雪の茅舎  大吟醸,,大吟醸,山田錦、吟の精,40%,自社酵母,+3,1.5,1.1,-0.43,-0.34,16.7%
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,雪の茅舎  美酒の設計,,純米吟醸 生原酒,山田錦,55%,,,,,,,16%
62,雪の茅舎,ゆきのぼうしゃ,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,雪の茅舎  山廃 吟醸純米,,山廃 純米吟醸,山田錦、吟の精,50%,自社酵母,+3.0,,1.7,,,16～17%
2855,本荘,ほんじょう,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,本荘  純米吟醸,,純米吟醸,愛山,55%,,+2.9,1.4,,-0.3,-0.52,16%
194,由利正宗,ゆりまさむね,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,由利正宗  花朝月夕,,大吟醸,山田錦,35%,,+4.0,1.4,0.7,-0.4,-0.57,17.1%
194,由利正宗,ゆりまさむね,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,由利正宗  大吟醸,,大吟醸,山田錦,40%,,+3.0,1.1,1.5,+0.04,-1.09,16.7%
194,由利正宗,ゆりまさむね,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,由利正宗  純米吟醸,,純米吟醸,美山錦,55%,,+4.0,1.0,1.6,+0.06,-1.32,15.5%
194,由利正宗,ゆりまさむね,齋彌酒造店,秋田県,由利本荘市,秋田県由利本荘市石脇53,由利正宗  斗瓶中取り,,,山田錦,40%,,+1.0,1.1,1.6,+0.22,-1,16.5%
